,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
10600,Dancing on Ice,Wii,2010.0,Sports,Ghostlight,0.0,0.09,0.0,0.01,0.1,,,,,,
10612,Kelly Slater's Pro Surfer,XB,2002.0,Sports,Activision,0.08,0.02,0.0,0.0,0.1,80.0,15.0,8,5.0,Treyarch,E
10615,NFL Tour,X360,2008.0,Sports,Electronic Arts,0.09,0.0,0.0,0.01,0.1,49.0,35.0,3.1,45.0,EA Tiburon,E
10629,World Snooker Championship 2007,PS3,2007.0,Sports,Sega,0.0,0.1,0.0,0.0,0.1,,,,,,
10635,Milo's Astro Lanes,N64,1998.0,Sports,Interplay,0.08,0.02,0.0,0.0,0.1,,,,,,
10639,Virtual Pool 64,N64,1998.0,Sports,Crave Entertainment,0.08,0.02,0.0,0.0,0.1,,,,,,
10641,International Superstar Soccer 64 (weekly JP sales),N64,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.05,0.1,,,,,,
10650,Deca Sports DS,DS,2009.0,Sports,Hudson Soft,0.07,0.02,0.0,0.01,0.1,57.0,10.0,tbd,,Hudson Soft,E
10657,NBA Ballers: Rebound,PSP,2006.0,Sports,Midway Games,0.09,0.0,0.0,0.01,0.1,69.0,17.0,7.7,7.0,Backbone Entertainment,E
10669,Little League World Series Baseball 2010,X360,2010.0,Sports,Activision,0.09,0.0,0.0,0.01,0.1,55.0,4.0,tbd,,Now Production,E
10675,Cabela's North American Adventures,PSP,2010.0,Sports,Activision,0.09,0.0,0.0,0.01,0.1,,,7.8,5.0,FUN Labs,T
10679,NHL 2K6,X360,2005.0,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1,75.0,37.0,6.1,24.0,2K Sports,E10+
10683,College Hoops 2K6,XB,2005.0,Sports,Take-Two Interactive,0.07,0.02,0.0,0.0,0.1,82.0,17.0,9.2,6.0,2K Sports,E
10689,NBA 2K16,PC,2015.0,Sports,Take-Two Interactive,0.03,0.06,0.0,0.01,0.1,,,5.7,65.0,2K Sports,E10+
10698,Nicktoons: MLB,DS,2011.0,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1,,,,,,
10704,Big League Sports,Wii,2008.0,Sports,Activision,0.09,0.01,0.0,0.01,0.1,,,1.4,10.0,Koolhaus Games,E
10712,Project FIFA World Cup,PS2,2002.0,Sports,Electronic Arts,0.0,0.0,0.1,0.0,0.1,,,,,,
10714,The BIGS 2,PSP,2009.0,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1,67.0,5.0,tbd,,Blue Castle Games,E10+
10746,Pro Evolution Soccer 2016,X360,2015.0,Sports,Konami Digital Entertainment,0.04,0.05,0.0,0.01,0.1,,,7,34.0,Konami,E
10747,Derby Jockey 2,SNES,1995.0,Sports,Asmik Corp,0.0,0.0,0.1,0.0,0.1,,,,,,
10754,King of Clubs: Mini Golf,Wii,2008.0,Sports,Oxygen Interactive,0.09,0.0,0.0,0.01,0.1,,,,,,
10762,Rapala Pro Bass Fishing 2010,DS,2010.0,Sports,Activision,0.09,0.0,0.0,0.01,0.1,,,tbd,,Magic Pockets,E
10774,Jikkyou Powerful Pro Yakyuu 2013,PSV,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,
10790,Pro Yakyuu Famista DS,DS,2007.0,Sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
10804,Jikkyou Powerful Pro Yakyuu 11,GC,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.1,,,,,,
10812,Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,DS,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,
10818,Kuroko's Basketball: Miracle Game,3DS,2014.0,Sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
10837,Winning Post 6,PS2,2003.0,Sports,Tecmo Koei,0.0,0.0,0.09,0.0,0.09,,,,,,
10851,NFL Blitz 20-02,XB,2002.0,Sports,Midway Games,0.07,0.02,0.0,0.0,0.09,77.0,17.0,tbd,,Point of View,E
10858,Field & Stream: Total Outdoorsman Challenge,X360,2010.0,Sports,505 Games,0.09,0.0,0.0,0.01,0.09,,,,,,
10861,Little League World Series Baseball 2008,Wii,2008.0,Sports,Activision,0.09,0.0,0.0,0.01,0.09,70.0,8.0,8,6.0,Now Production,E
10862,Winter Stars,X360,2011.0,Sports,Deep Silver,0.05,0.03,0.0,0.01,0.09,46.0,9.0,6.5,4.0,49Games,E
10878,Blitz: Overtime,PSP,2006.0,Sports,Midway Games,0.09,0.0,0.0,0.01,0.09,,,7.5,4.0,Midway,M
10896,World Cup '98 France: Road to Win,SAT,1998.0,Sports,Sega,0.0,0.0,0.09,0.0,0.09,,,,,,
10897,Pro Evolution Soccer 2013,Wii,2012.0,Sports,Konami Digital Entertainment,0.0,0.03,0.06,0.0,0.09,,,tbd,,Konami,E
10898,MLB SlugFest 20-04,XB,2003.0,Sports,Midway Games,0.07,0.02,0.0,0.0,0.09,76.0,16.0,tbd,,Midway,E
10901,Big League Sports: Summer,Wii,2009.0,Sports,Activision,0.09,0.0,0.0,0.01,0.09,,,tbd,,Koolhaus Games,E
10911,World Stadium 5,PS,2001.0,Sports,Namco Bandai Games,0.0,0.0,0.09,0.01,0.09,,,,,,
10914,Championship Foosball,Wii,2008.0,Sports,505 Games,0.09,0.0,0.0,0.01,0.09,,,tbd,,505 Games,E
10915,Backyard Sports: Sandlot Sluggers,X360,2010.0,Sports,Atari,0.09,0.0,0.0,0.01,0.09,,,3.8,4.0,HB Studios Multimedia,E
10916,ESPN NBA 2Night,PS2,2000.0,Sports,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09,62.0,8.0,tbd,,Konami,E
10927,Ribbit King,PS2,2003.0,Sports,Atari,0.05,0.04,0.0,0.01,0.09,58.0,10.0,6.5,4.0,Bandai,E
10932,Pro Yakyuu Greatest Nine 98,SAT,1998.0,Sports,Sega,0.0,0.0,0.09,0.0,0.09,,,,,,
10946,NCAA March Madness 08,PS3,2007.0,Sports,Electronic Arts,0.08,0.0,0.0,0.01,0.09,67.0,15.0,3.8,4.0,EA Canada,E
10948,Major League Baseball 2K12,PSP,2012.0,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.09,,,tbd,,Visual Concepts,E
10951,Let's Ride! Silver Buckle Stables,PS2,2006.0,Sports,THQ,0.05,0.04,0.0,0.01,0.09,,,7.8,6.0,Coresoft,E
10954,Cabela's Big Game Hunter,GBA,2002.0,Sports,Activision Value,0.07,0.02,0.0,0.0,0.09,,,,,,
10956,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS2,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,,,,,,
10958,Yourself Fitness,XB,2004.0,Sports,responDESIGN,0.07,0.02,0.0,0.0,0.09,,,,,,
10975,Alien Monster Bowling League,Wii,2009.0,Sports,Destineer,0.09,0.0,0.0,0.01,0.09,,,tbd,,Destineer,E10+
10979,Agassi Tennis Generation,PS2,2003.0,Sports,DreamCatcher Interactive,0.04,0.03,0.0,0.01,0.09,,,6,4.0,Aqua Pacific,E
10993,FIFA 2001: Major League Soccer,PS2,2000.0,Sports,Electronic Arts,0.0,0.0,0.09,0.0,0.09,,,,,,
10996,NHL 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.08,0.01,0.0,0.01,0.09,74.0,24.0,tbd,,Kush Games,E10+
10997,Jikkyou Powerful Pro Yakyuu 14 Ketteiban,PS2,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,,,,,,
11026,Bass Pro Shops: The Hunt,X360,2010.0,Sports,Griffin International,0.08,0.0,0.0,0.01,0.09,,,tbd,,Griffin International,T
11035,Major League Baseball 2K11,DS,2011.0,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.09,,,tbd,,Visual Concepts,E
11037,Jikkyou Powerful Pro Yakyuu 9 Ketteiban,PS2,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,,,,,,
11047,Jikkyou Powerful Pro Yakyuu Portable 2,PSP,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,,,,,,
11053,Rugby 2005,PS2,2005.0,Sports,Electronic Arts,0.04,0.03,0.0,0.01,0.09,71.0,15.0,8.6,19.0,HB Studios Multimedia,E
11064,Go Play: City Sports,Wii,2009.0,Sports,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09,,,tbd,,Digital Embryo,E
11066,Rugby 15,PS3,2015.0,Sports,Bigben Interactive,0.03,0.05,0.0,0.01,0.09,,,tbd,,HB Studios Multimedia,E
11075,Champion Jockey: G1 Jockey & Gallop Racer,Wii,2011.0,Sports,Tecmo Koei,0.04,0.03,0.01,0.01,0.09,,,,,,
11095,Fishing Master World Tour,Wii,2009.0,Sports,Hudson Entertainment,0.08,0.0,0.0,0.01,0.09,,,tbd,,Hudson Entertainment,E
11101,Captain Tsubasa: Aratanaru Densetsu Joshou,PS,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.01,0.09,,,,,,
11105,World Championship Games: A Track & Field Event,DS,2008.0,Sports,Ghostlight,0.08,0.0,0.0,0.01,0.09,,,,,,
11108,Pro Yaky? Spirits 2014,PSP,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,,,,,,
11118,Deadliest Catch: Sea of Chaos,X360,2010.0,Sports,Crave Entertainment,0.08,0.0,0.0,0.01,0.09,36.0,4.0,tbd,,Crave,E10+
11131,Transworld Snowboarding,XB,2002.0,Sports,Atari,0.07,0.02,0.0,0.0,0.09,74.0,14.0,9.2,14.0,Housemarque,T
11132,NFL Blitz 20-02,GC,2002.0,Sports,Midway Games,0.07,0.02,0.0,0.0,0.09,77.0,9.0,tbd,,Point of View,E
11133,World Soccer Winning Eleven 8 International,XB,2004.0,Sports,Konami Digital Entertainment,0.07,0.02,0.0,0.0,0.09,90.0,25.0,8.4,11.0,KCET,E
11139,FIFA Street 3,DS,2008.0,Sports,Electronic Arts,0.06,0.02,0.0,0.01,0.09,56.0,8.0,tbd,,"EA Canada, Exient Entertainment",E
11153,MLB Superstars,Wii,2008.0,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.09,,,tbd,,Deep Fried Entertainment,E
11156,Remington Super Slam Hunting: Alaska,Wii,2011.0,Sports,Mastiff,0.08,0.0,0.0,0.01,0.09,,,tbd,,"Jack of All Games, eV Interactive",T
11173,WRC 5: FIA World Rally Championship,PS3,2015.0,Sports,Bigben Interactive,0.02,0.05,0.0,0.01,0.09,,,,,,
11177,MLB 2K9 Fantasy All-Stars,DS,2009.0,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.09,,,tbd,,Take-Two Interactive,E
11180,MLB SlugFest Loaded,XB,2004.0,Sports,Midway Games,0.07,0.02,0.0,0.0,0.09,77.0,34.0,tbd,,Point of View,T
11192,Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,PS,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.01,0.09,,,,,,
11194,Fire Pro Wrestling Returns,PS2,2005.0,Sports,505 Games,0.04,0.03,0.0,0.01,0.09,78.0,12.0,8.5,17.0,S-Neo,T
11198,Derby Stallion,SAT,1999.0,Sports,ASCII Entertainment,0.0,0.0,0.09,0.0,0.09,,,,,,
11210,Major League Baseball 2K7,PSP,2007.0,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.09,61.0,5.0,tbd,,Visual Concepts,E
11223,Rugby 15,XOne,2015.0,Sports,Bigben Interactive,0.03,0.05,0.0,0.01,0.09,20.0,4.0,3.1,30.0,HB Studios Multimedia,E
11229,Ski and Shoot,Wii,2008.0,Sports,RTL,0.04,0.04,0.0,0.01,0.09,,,tbd,,49Games,E
11238,FIFA 12,PS2,2011.0,Sports,Electronic Arts,0.0,0.02,0.0,0.06,0.09,,,,,,
11242,Sega Bass Fishing,DC,1999.0,Sports,Sega,0.0,0.0,0.09,0.0,0.09,,,,,,
11257,Wacky World of Sports,Wii,2009.0,Sports,Sega,0.08,0.0,0.0,0.01,0.09,45.0,10.0,tbd,,Tabot,E10+
11271,NCAA Football 08,XB,2007.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,82.0,4.0,8.1,8.0,EA Sports,E
11275,Winter Sports 2: The Next Challenge,PS2,2008.0,Sports,Conspiracy Entertainment,0.04,0.03,0.0,0.01,0.08,,,tbd,,Crave,E
11277,Major League Baseball 2K9,PSP,2009.0,Sports,Spike,0.08,0.0,0.0,0.01,0.08,,,tbd,,2K Sports,E
11312,Derby Tsuku: Derby Uma o Tsukurou!,DC,2000.0,Sports,Sega,0.0,0.0,0.08,0.0,0.08,,,,,,
11323,ESPN NFL Primetime 2002,PS2,2001.0,Sports,Konami Digital Entertainment,0.04,0.03,0.0,0.01,0.08,65.0,8.0,tbd,,Konami,E
11333,Deadliest Catch: Sea of Chaos,PS3,2010.0,Sports,Crave Entertainment,0.08,0.0,0.0,0.01,0.08,48.0,8.0,tbd,,Crave,E10+
11356,FIFA Street 2,XB,2006.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,63.0,30.0,7.1,9.0,EA Canada,E
11361,Orega Kantoku Da! Gekitou Pennant Race,PS2,2000.0,Sports,Enix Corporation,0.0,0.0,0.08,0.0,0.08,,,,,,
11363,The Golf Club,PS4,2014.0,Sports,Unknown,0.05,0.02,0.0,0.01,0.08,66.0,11.0,6.3,67.0,HB Studios Multimedia,E
11365,Jikkyou Powerful Pro Yakyuu 12,GC,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11372,NHL 2K7,X360,2006.0,Sports,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,78.0,51.0,7.9,166.0,Kush Games,E10+
11373,LEGO Soccer Mania,PS2,2002.0,Sports,Electronic Arts,0.04,0.03,0.0,0.01,0.08,61.0,8.0,tbd,,Silicon Dreams,E
11389,101-in-1 Sports Megamix,DS,2010.0,Sports,Nordcurrent,0.08,0.0,0.0,0.01,0.08,,,tbd,,Nordcurrent,E10+
11391,Pro Evolution Soccer 2013,PC,2012.0,Sports,Konami Digital Entertainment,0.0,0.07,0.0,0.01,0.08,80.0,8.0,6.9,182.0,Konami,E
11397,Get Fit with Mel B,Wii,2010.0,Sports,Black Bean Games,0.03,0.04,0.0,0.01,0.08,,,tbd,,Lightning Fish Games,E
11404,Derby Stallion 98,SNES,1998.0,Sports,ASCII Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11410,J-League Winning Eleven 2009: Club Championship,PS2,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11411,Don King Boxing,DS,2009.0,Sports,Take-Two Interactive,0.06,0.01,0.0,0.01,0.08,71.0,4.0,7.8,5.0,Venom Games,T
11416,FIFA Soccer 2005,GBA,2004.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,75.0,4.0,7.8,5.0,EA Canada,E
11423,NHL 06,GC,2005.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,78.0,18.0,9.3,7.0,EA Canada,E10+
11441,Jikkyou Powerful Pro Yakyuu 15,Wii,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11448,Swingerz Golf,GC,2002.0,Sports,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,72.0,11.0,9.3,4.0,Telenet,E
11449,Pro Evolution Soccer 2008 (JP sales),DS,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11458,FIFA Soccer 2003,GC,2002.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,86.0,12.0,7.8,10.0,EA Canada,E
11460,Little League World Series Baseball 2010,PS3,2010.0,Sports,Activision,0.07,0.0,0.0,0.01,0.08,61.0,4.0,tbd,,Now Production,E
11461,Outlaw Golf,GC,2002.0,Sports,TDK Mediactive,0.06,0.02,0.0,0.0,0.08,69.0,14.0,tbd,,Hypnotix,T
11463,Major League Baseball 2K11,PC,2011.0,Sports,Take-Two Interactive,0.06,0.01,0.0,0.01,0.08,74.0,5.0,5.9,16.0,Visual Concepts,E
11465,Slam 'n Jam '96 featuring Magic & Kareem,PS,1995.0,Sports,Crystal Dynamics,0.04,0.03,0.0,0.01,0.08,,,,,,
11473,Diva Girls: Divas on Ice,Wii,2009.0,Sports,505 Games,0.07,0.0,0.0,0.01,0.08,,,tbd,,Arc System Works,E
11474,NBA 10: The Inside,PSP,2009.0,Sports,Sony Computer Entertainment,0.07,0.0,0.0,0.01,0.08,69.0,13.0,3,13.0,SCEA San Diego Studios,E
11482,WSC Real 11: World Snooker Championship,PS3,2011.0,Sports,Koch Media,0.0,0.06,0.0,0.02,0.08,,,,,,
11484,Jikkyou Powerful Major League 2009,PS2,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11498,NHL Breakaway 99,N64,1998.0,Sports,Acclaim Entertainment,0.07,0.01,0.0,0.0,0.08,,,,,,
11499,Tony Hawk's Pro Skater 3,N64,2002.0,Sports,Activision,0.06,0.02,0.0,0.0,0.08,,,,,,
11511,High Heat Major League Baseball 2004,XB,2003.0,Sports,3DO,0.06,0.02,0.0,0.0,0.08,83.0,14.0,8.4,8.0,3DO,E
11513,Pro Cycling Manager 2016,PS4,2016.0,Sports,Focus Home Interactive,0.0,0.07,0.0,0.01,0.08,,,,,,
11514,Sports Collection,DS,2010.0,Sports,Ubisoft,0.06,0.01,0.0,0.01,0.08,,,tbd,,Ubisoft,E
11515,Captain Tsubasa: New Kick Off,DS,2010.0,Sports,Konami Digital Entertainment,0.0,0.02,0.06,0.0,0.08,,,,,,
11531,Cabela's North American Adventures,PS2,2010.0,Sports,Activision,0.04,0.03,0.0,0.01,0.08,,,tbd,,FUN Labs,T
11534,Little League World Series Baseball: Double Play,Wii,2010.0,Sports,Activision,0.07,0.0,0.0,0.01,0.08,,,tbd,,Activision,E
11551,Get Fit with Mel B,X360,,Sports,Black Bean Games,0.0,0.06,0.0,0.01,0.08,57.0,7.0,,,Lightning Fish Games,E
11569,Jillian Michaels Fitness Ultimatum 2010,DS,2009.0,Sports,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,,,8.2,5.0,Mistic Software,E
11574,Boxing Fever,GBA,2001.0,Sports,THQ,0.06,0.02,0.0,0.0,0.08,76.0,10.0,tbd,,Digital Fiction,E
11579,UEFA Euro 2016,PS3,2016.0,Sports,Konami Digital Entertainment,0.0,0.04,0.03,0.01,0.08,,,,,,
11592,Skydiving Extreme,PS,2001.0,Sports,Banpresto,0.04,0.03,0.0,0.01,0.08,,,,,,
11600,Rapala Pro Bass Fishing 2010,PS2,2010.0,Sports,Activision,0.04,0.03,0.0,0.01,0.08,,,tbd,,FUN Labs,E
11602,MLB Front Office Manager,PS3,2009.0,Sports,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,49.0,8.0,6.5,8.0,Blue Castle Games,E
11606,Striker 96,PS,1995.0,Sports,Time Warner Interactive,0.04,0.03,0.0,0.01,0.08,,,,,,
11613,New International Track & Field,DS,2008.0,Sports,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,,,,,,
11621,Outlaw Tennis,PS2,2005.0,Sports,Global Star,0.04,0.03,0.0,0.01,0.08,67.0,15.0,tbd,,Hypnotix,M
11625,LEGO Soccer Mania,GBA,2002.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,,,,,,
11642,Major League Baseball 2K12,DS,2012.0,Sports,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,,,tbd,,Visual Concepts,E
11652,Ultimate Duck Hunting,Wii,2009.0,Sports,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.08,28.0,5.0,tbd,,Mid Carolina Media,T
11656,Jikkyou Powerful Pro Yakyuu Next,Wii,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11665,NHL Hitz 20-03,GC,2002.0,Sports,Midway Games,0.06,0.02,0.0,0.0,0.08,82.0,12.0,8.4,5.0,Midway,E
11676,All-Star Baseball 2004,GC,2003.0,Sports,Acclaim Entertainment,0.06,0.02,0.0,0.0,0.08,80.0,14.0,9.2,5.0,Acclaim,E
11683,Winter Stars,PS3,2011.0,Sports,Deep Silver,0.01,0.05,0.0,0.01,0.08,53.0,6.0,tbd,,49Games,E
11688,Madden NFL 08,GC,2007.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,75.0,4.0,7,7.0,EA Tiburon,E
11698,Pro Yakyuu Famista DS 2010,DS,2010.0,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
11700,Captain Tsubasa,PS2,2006.0,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
11721,10 Minute Solution,Wii,2010.0,Sports,Activision,0.06,0.01,0.0,0.01,0.08,,,tbd,,Anchor Bay Entertainment,E
11738,Backyard NBA Basketball,DS,2007.0,Sports,Atari,0.07,0.0,0.0,0.01,0.08,,,,,,
11748,Super Football,2600,1987.0,Sports,Atari,0.07,0.0,0.0,0.0,0.08,,,,,,
11755,Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11770,World Tour Soccer 06,PSP,2006.0,Sports,Sony Computer Entertainment,0.07,0.0,0.0,0.01,0.07,72.0,44.0,tbd,,SCEE London Studio,E
11778,Super Baseball,2600,1987.0,Sports,Atari,0.07,0.0,0.0,0.0,0.07,,,,,,
11780,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PS3,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,
11785,Little League World Series Baseball: Double Play,DS,2010.0,Sports,Activision,0.07,0.0,0.0,0.01,0.07,,,tbd,,Activision,E
11802,NHL Open Ice,PS,1996.0,Sports,Midway Games,0.04,0.03,0.0,0.0,0.07,,,,,,
11810,The Hustle: Detroit Streets,PSP,2005.0,Sports,Deep Silver,0.07,0.0,0.0,0.01,0.07,51.0,11.0,5.3,4.0,Blade Interactive,T
11816,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV,2013.0,Sports,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,
11826,Classic Road,PS,1995.0,Sports,Victor Interactive,0.0,0.0,0.07,0.0,0.07,,,,,,
11856,Harlem Globetrotters: World Tour,DS,2006.0,Sports,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.07,,,tbd,,Full Fat,E
11867,Winter Sports 2: The Next Challenge,X360,2008.0,Sports,RTL,0.06,0.01,0.0,0.01,0.07,41.0,8.0,tbd,,49Games,E
11872,Derby Jockey: Kishou e no Michi,SNES,1994.0,Sports,Asmik Corp,0.0,0.0,0.07,0.0,0.07,,,,,,
11878,Winning Post 7 2012,PS3,2012.0,Sports,Ackkstudios,0.0,0.0,0.07,0.0,0.07,,,,,,
11886,River King: Mystic Valley (US sales),DS,2007.0,Sports,Rising Star Games,0.07,0.0,0.0,0.0,0.07,,,,,,
11899,Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,
11908,Rapala Pro Bass Fishing 2010,PSP,2010.0,Sports,Activision,0.06,0.0,0.0,0.01,0.07,,,tbd,,FUN Labs,E
11935,All-Star Baseball 2004,GBA,2003.0,Sports,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07,,,,,,
11943,Alexi Lalas International Soccer,PS,1998.0,Sports,Take-Two Interactive,0.04,0.03,0.0,0.0,0.07,,,,,,
11946,NCAA College Football 2K3,GC,2002.0,Sports,Sega,0.05,0.01,0.0,0.0,0.07,70.0,7.0,tbd,,Avalanche Software,E
11949,Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,2000.0,Sports,Nintendo,0.0,0.0,0.07,0.0,0.07,,,,,,
11967,Disney Sports Skateboarding,GBA,2002.0,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,42.0,6.0,tbd,,Konami,E
11970,Rugby League 3,Wii,2010.0,Sports,Alternative Software,0.0,0.06,0.0,0.01,0.07,,,,,,
11994,MLB Front Office Manager,X360,2009.0,Sports,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,47.0,13.0,4.6,10.0,Blue Castle Games,E
12003,ESPN National Hockey Night,PS2,2001.0,Sports,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,44.0,10.0,tbd,,Kush Games,E
12007,Pro Yaky? Spirits 2011,3DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,
12010,Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,DS,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,
12018,Mia Hamm Soccer 64,N64,2000.0,Sports,THQ,0.06,0.01,0.0,0.0,0.07,,,,,,
12019,John Madden Football,SNES,1991.0,Sports,Imagineer,0.0,0.0,0.07,0.0,0.07,,,,,,
12028,Rec Room Games,DS,2011.0,Sports,Destineer,0.07,0.0,0.0,0.0,0.07,,,tbd,,Destineer,E
12030,FIFA Soccer 2004,GC,2003.0,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.07,83.0,17.0,6.2,12.0,EA Canada,E
12034,Dave Mirra BMX Challenge,PSP,2006.0,Sports,Oxygen Interactive,0.06,0.0,0.0,0.01,0.07,32.0,11.0,4.6,10.0,Left Field Productions,E
12036,Tony Hawk's Pro Skater 5,X360,2015.0,Sports,Activision,0.06,0.0,0.0,0.01,0.07,,,2.8,10.0,Robomodo,T
12048,Dave Mirra BMX Challenge,Wii,2007.0,Sports,505 Games,0.06,0.0,0.0,0.01,0.07,36.0,5.0,tbd,,Left Field Productions,E
12059,AMF Bowling Pinbusters!,DS,2008.0,Sports,Vir2L Studios,0.06,0.0,0.0,0.0,0.07,,,,,,
12065,Winter Sports 2011,Wii,2011.0,Sports,DTP Entertainment,0.0,0.06,0.0,0.01,0.07,,,,,DTP Entertainment,
12070,Football Manager 2010,PC,2009.0,Sports,Sega,0.0,0.06,0.0,0.01,0.07,87.0,33.0,9,262.0,Sports Interactive,E
12080,Billy's Boot Camp: Wii de Enjoy Diet!,Wii,2011.0,Sports,Rocket Company,0.0,0.0,0.07,0.0,0.07,,,,,,
12127,NHL 2005,GC,2004.0,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.07,75.0,18.0,5.6,5.0,EA Sports,E
12134,Pro Yaky? Spirits 2014,PSV,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,
12144,Power Pro GB,GB,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,
12148,The Putter Golf,PS,2001.0,Sports,D3Publisher,0.04,0.03,0.0,0.0,0.07,,,,,,
12161,Major League Baseball 2K10,PSP,2010.0,Sports,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,,,tbd,,Visual Concepts,E
12165,Backyard NFL Football '09,DS,2008.0,Sports,Atari,0.06,0.0,0.0,0.01,0.07,,,,,,
12167,Sega Soccer Slam,GC,2002.0,Sports,Sega,0.05,0.01,0.0,0.0,0.07,84.0,22.0,7.7,7.0,Black Box,E
